Participant,List_Number,Sentence_Text,Item_ID,Model,Source_Lang,Condition,Naturalness,Likelihood,Changes
R_2z2kZvkRvOJDTJT,3,`yeh value pehle bar is context mein jagane gaye aag ke jhande ko dikhati hai.,6.0,Mistral,English,ECT,3,3.0,
R_8UJtaoo1ijtGbKx,3,"`the contract bandh hone ke baad, employee ka kaam khatam ho gaya.",8.0,Mistral,English,ECT,5,5.0,Dont know 
R_2z2kZvkRvOJDTJT,3,"`the contract bandh hone ke baad, employee ka kaam khatam ho gaya.",8.0,Mistral,English,ECT,4,4.0,
R_8UJtaoo1ijtGbKx,3,"`ek raajaon ne machee par aagye, lekin unka haath kaam naa aaya.",30.0,Mistral,English,Matrix,1,1.0,D k 
R_2z2kZvkRvOJDTJT,3,"`ek raajaon ne machee par aagye, lekin unka haath kaam naa aaya.",30.0,Mistral,English,Matrix,4,4.0,
R_8UJtaoo1ijtGbKx,3,`a common trend in developing countries is the adversity of balance of भुगतान ka संतुलन.,7.0,Mistral,English,Matrix,1,1.0,D k 
R_2z2kZvkRvOJDTJT,3,`a common trend in developing countries is the adversity of balance of भुगतान ka संतुलन.,7.0,Mistral,English,Matrix,3,3.0,
R_8UJtaoo1ijtGbKx,3,`aur is system vyavstha par jimmadar aur satark samaj ke upar nibhar raha hai.,23.0,Mistral,English,Matrix,1,1.0,DK 
R_2z2kZvkRvOJDTJT,3,`aur is system vyavstha par jimmadar aur satark samaj ke upar nibhar raha hai.,23.0,Mistral,English,Matrix,4,2.0,
R_8UJtaoo1ijtGbKx,3,`is incident ke baad shahar ke ladke mainko special way se dekhne lage.,9.0,Mistral,Hindi,Matrix,1,1.0,D k 
R_2z2kZvkRvOJDTJT,3,`is incident ke baad shahar ke ladke mainko special way se dekhne lage.,9.0,Mistral,Hindi,Matrix,4,3.0,
R_8UJtaoo1ijtGbKx,3,"`yeh MT systems Japan-Korea, English-Korea ke liye few words ke liye banaye gaye hain.",18.0,Mistral,Hindi,Matrix,3,3.0,D k 
R_2z2kZvkRvOJDTJT,3,"`yeh MT systems Japan-Korea, English-Korea ke liye few words ke liye banaye gaye hain.",18.0,Mistral,Hindi,Matrix,4,3.0,
R_8UJtaoo1ijtGbKx,3,"`pichli quarter ke doora price spread tolerable limit ke andr hi raha tha.`",20.0,Mistral,Hindi,Matrix,5,5.0,Dk
R_2z2kZvkRvOJDTJT,3,"`pichli quarter ke doora price spread tolerable limit ke andr hi raha tha.`",20.0,Mistral,Hindi,Matrix,5,4.0,
R_2Spoaq3OrQAxPON,4,aisa kaise ho sakta hai...  meine jo confession kiya tha wahi post kar dete,,Human,N/A,Human_Ref,5,4.0,Nothing
R_2gN2kO7xFTDzyEx,4,aisa kaise ho sakta hai...  meine jo confession kiya tha wahi post kar dete,,Human,N/A,Human_Ref,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`tum to emotional kar dete ho yaar.,,Human,N/A,Human_Ref,5,5.0,Nothing
R_2gN2kO7xFTDzyEx,4,`tum to emotional kar dete ho yaar.,,Human,N/A,Human_Ref,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`modi ki tyre puncture ho rahi hai .,,Human,N/A,Human_Ref,3,1.0,Modi ka tyre puncture ho reha hai
R_2gN2kO7xFTDzyEx,4,`modi ki tyre puncture ho rahi hai .,,Human,N/A,Human_Ref,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`iskee alava, yeh vyavastha jimmedar media aur satark samaj par nirbhar hai.",23.0,Gemma,Hindi,Baseline,4,2.0,Iskey ilaava yeh vyavastha zimmedaar media aur satark samajh par nirbhar hai 
R_2gN2kO7xFTDzyEx,4,"`iskee alava, yeh vyavastha jimmedar media aur satark samaj par nirbhar hai.",23.0,Gemma,Hindi,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`kuch pranalayn japaan-koreya, english-koreya ke limited shabdavali ke liye vikasit ki gayi hain.",18.0,Gemma,Hindi,Baseline,2,1.0,Not sure 
R_2gN2kO7xFTDzyEx,4,"`kuch pranalayn japaan-koreya, english-koreya ke limited shabdavali ke liye vikasit ki gayi hain.",18.0,Gemma,Hindi,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.",3.0,Gemma,Hindi,Baseline,2,1.0,Pehley bolney ka sankoch merey liye dukhdayi tha lekin ab woh sukhdayi ho gaya hai
R_2gN2kO7xFTDzyEx,4,"`pehle bolneka yeh sankoch mere liye dukhkar tha, ab woh sukhkar ho gaya hai.",3.0,Gemma,Hindi,Baseline,4,4.0,Add more English words 
R_2Spoaq3OrQAxPON,4,`this site provides an english to hindi shabdkosh as well as a hindi to english shabdkosh.,22.0,Gemma,English,Baseline,4,3.0,It is not bad 
R_2gN2kO7xFTDzyEx,4,`this site provides an english to hindi shabdkosh as well as a hindi to english shabdkosh.,22.0,Gemma,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`meeting mein, appellant ne request kiya ki woh Krishan Sikand se chhod jaaye.",29.0,Gemma,English,Baseline,1,1.0,Meeting mein appellant ney request kiya ki woh Krishan Sikand  ko chod dein
R_2gN2kO7xFTDzyEx,4,"`meeting mein, appellant ne request kiya ki woh Krishan Sikand se chhod jaaye.",29.0,Gemma,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`they run ek number ka vocational programmes with varying duration of different skills.,4.0,Gemma,English,Baseline,2,2.0,They run ek number key vocational skill programmes of varying time duration and skills
R_2gN2kO7xFTDzyEx,4,`they run ek number ka vocational programmes with varying duration of different skills.,4.0,Gemma,English,Baseline,3,3.0,Would say this all in English 
R_2Spoaq3OrQAxPON,4,`saat wahan pahunchna bacchon se kahiye ki apne badon se aaspaas ke gaon aur shaharon ke naam pooch kar aaye.,26.0,Gemma,Hindi,ECT,1,1.0,Saat bajey wahaan pahunchna hai aur  bachon sey kahiye ki woh apney badon sey aas pas key gaon aur sheheron key naam pooch kar aayen
R_2gN2kO7xFTDzyEx,4,`saat wahan pahunchna bacchon se kahiye ki apne badon se aaspaas ke gaon aur shaharon ke naam pooch kar aaye.,26.0,Gemma,Hindi,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`is english hindi english dictionary mein aap aasan se hindi aur english shabdoo ke arth dhund sakte hain,22.0,Gemma,Hindi,ECT,5,5.0,Is English to (sey) Hindi to English dictionary sey aap aasani sey Hindi aur English key shabdon ka arth dhoondh sakte hain 
R_2gN2kO7xFTDzyEx,4,`is english hindi english dictionary mein aap aasan se hindi aur english shabdoo ke arth dhund sakte hain,22.0,Gemma,Hindi,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`January, 1943 mein unhone 26 tarikh swadheenata divas se naye karyakram shuru karne ki ghoosna ki.",16.0,Gemma,Hindi,ECT,3,4.0,"26 January 1943 , swadheenta divas ki tareekh ko unhoney naye karyakaran karney ki ghoshna ki "
R_2gN2kO7xFTDzyEx,4,"`January, 1943 mein unhone 26 tarikh swadheenata divas se naye karyakram shuru karne ki ghoosna ki.",16.0,Gemma,Hindi,ECT,3,3.0,Would add more English words 
R_2Spoaq3OrQAxPON,4,"`My hesitancy in speech, jo ek baar annoyance tha, ab khushi hai.",3.0,Gemma,English,ECT,3,4.0,My hesitation in speech joh ek baar annoying tha ab khushi deta hai 
R_2gN2kO7xFTDzyEx,4,"`My hesitancy in speech, jo ek baar annoyance tha, ab khushi hai.",3.0,Gemma,English,ECT,3,3.0,Would say it all in English 
R_2Spoaq3OrQAxPON,4,`Many raja  try karne  fish ko shoot karna but unsuccessful.,30.0,Gemma,English,ECT,4,4.0,Many Raja try kiya fish ko shoot karna but were unsuccessful 
R_2gN2kO7xFTDzyEx,4,`Many raja  try karne  fish ko shoot karna but unsuccessful.,30.0,Gemma,English,ECT,2,2.0,Will say it all in English 
R_2Spoaq3OrQAxPON,4,"`small birds, squirrels aur mice the cat ke liye specially created hain.",12.0,Gemma,English,ECT,5,5.0,Small birds squirrel aur mice cat key liye specially created hain 
R_2gN2kO7xFTDzyEx,4,"`small birds, squirrels aur mice the cat ke liye specially created hain.",12.0,Gemma,English,ECT,1,1.0,Will say it all in English 
R_2Spoaq3OrQAxPON,4,"`Moreover, usne Gandhiji ko jaanch karne ki anumati bhi di.",11.0,Gemma,English,Matrix,5,5.0,It’s good sentence 
R_2gN2kO7xFTDzyEx,4,"`Moreover, usne Gandhiji ko jaanch karne ki anumati bhi di.",11.0,Gemma,English,Matrix,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`This value represents the jalte dhvajon ka tarah  ki  संदर्भ mein  पिछली बार  prयुक्त  huye.,6.0,Gemma,English,Matrix,1,1.0,I Don’t get it 
R_2gN2kO7xFTDzyEx,4,`This value represents the jalte dhvajon ka tarah  ki  संदर्भ mein  पिछली बार  prयुक्त  huye.,6.0,Gemma,English,Matrix,1,1.0,All in English 
R_2Spoaq3OrQAxPON,4,`The karmchari ke sevaen contract ke samaptI ke baad radd di gayi.,8.0,Gemma,English,Matrix,3,2.0,Karamchari ki seyvaen contract ki samapti key baad radd kar di gayi
R_2gN2kO7xFTDzyEx,4,`The karmchari ke sevaen contract ke samaptI ke baad radd di gayi.,8.0,Gemma,English,Matrix,1,1.0,All in English 
R_2Spoaq3OrQAxPON,4,`ye nations ke diplomatic sambandhon ke beech irritant saabit ho sakti hai.,25.0,Gemma,Hindi,Matrix,5,5.0,
R_2gN2kO7xFTDzyEx,4,`ye nations ke diplomatic sambandhon ke beech irritant saabit ho sakti hai.,25.0,Gemma,Hindi,Matrix,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`January, 1943 mein unhone 26 tarikh swadheenata divas se naye programmes launch karne ki ghoosna ki.",16.0,Gemma,Hindi,Matrix,3,4.0,January 1943 mein svadheenta divas 26 tarikh sey unhone naye programmes launch karney ki ghoshna ki 
R_2gN2kO7xFTDzyEx,4,"`January, 1943 mein unhone 26 tarikh swadheenata divas se naye programmes launch karne ki ghoosna ki.",16.0,Gemma,Hindi,Matrix,2,2.0,Would say most of it in English 
R_2Spoaq3OrQAxPON,4,"`ab yaad hai, yeh prakriya ke bas visual representations kar rahe hain.",13.0,Gemma,Hindi,Matrix,4,4.0,Ab yaad hai iss prakriya key bas visual representations kar rahey hain
R_2gN2kO7xFTDzyEx,4,"`ab yaad hai, yeh prakriya ke bas visual representations kar rahe hain.",13.0,Gemma,Hindi,Matrix,4,4.0,Will add a bit of English 
R_2Spoaq3OrQAxPON,4,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan sunishchit hota hai.,17.0,Llama,Hindi,Baseline,5,4.0,
R_2gN2kO7xFTDzyEx,4,`iske madhyam se membership ka pratisthan aur samaj ka bhautik anurakshan sunishchit hota hai.,17.0,Llama,Hindi,Baseline,4,4.0,Will add English 
R_2Spoaq3OrQAxPON,4,"`choti chidiya, gilhari aur chuhe to jaise billi ke liye hi bane hain.",12.0,Llama,Hindi,Baseline,5,5.0,Nothing 
R_2gN2kO7xFTDzyEx,4,"`choti chidiya, gilhari aur chuhe to jaise billi ke liye hi bane hain.",12.0,Llama,Hindi,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`January, 1943 mein unhone 26 date Azad Diwas se naye programme shuru karne ki ghoshna ki.",16.0,Llama,Hindi,Baseline,2,2.0,26 January 1943 azad divas key din unhoney naye programme karney ki ghoshna ki  
R_2gN2kO7xFTDzyEx,4,"`January, 1943 mein unhone 26 date Azad Diwas se naye programme shuru karne ki ghoshna ki.",16.0,Llama,Hindi,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`Mere pyaarā countrymen, kehā hai ki seekhna growing hai.",24.0,Llama,English,Baseline,4,4.0,Merey pyaarey countrymen keh rahey hain ki seekhna growing hai 
R_2gN2kO7xFTDzyEx,4,"`Mere pyaarā countrymen, kehā hai ki seekhna growing hai.",24.0,Llama,English,Baseline,1,1.0,Will say it more in English 
R_2Spoaq3OrQAxPON,4,"`chhote birds, squirrel aur mouse cat ki diet ke liye vishesh roop se banaye gaye ho.",12.0,Llama,English,Baseline,5,5.0,
R_2gN2kO7xFTDzyEx,4,"`chhote birds, squirrel aur mouse cat ki diet ke liye vishesh roop se banaye gaye ho.",12.0,Llama,English,Baseline,4,4.0,Will add more English 
R_2Spoaq3OrQAxPON,4,"`meeting mein, appellant ne kaha ki woh Krishan Sikand ko chhod jaayein.",29.0,Llama,English,Baseline,4,4.0,
R_2gN2kO7xFTDzyEx,4,"`meeting mein, appellant ne kaha ki woh Krishan Sikand ko chhod jaayein.",29.0,Llama,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`chunkee mana jaata hai ki ve garibo ke pakshe bolte hain, isleelee unki awaaz adhik suni jati hai.",1.0,Llama,Hindi,ECT,5,5.0,Kyunki maana jaata hai ki vai gareebon key paksha mein bolte hain isliye unki aawaaz adhik suni jaati hai
R_2gN2kO7xFTDzyEx,4,"`chunkee mana jaata hai ki ve garibo ke pakshe bolte hain, isleelee unki awaaz adhik suni jati hai.",1.0,Llama,Hindi,ECT,2,2.0,Will add more English 
R_2Spoaq3OrQAxPON,4,`sevaaun wahan pahunchna bachchon se kahiye ki apne badeon se aaspas ke gaamon aur shaharon ke naam puchh kar aayein.,26.0,Llama,Hindi,ECT,2,2.0,"Subah? Wahaan pahunchna, aur bachon sey kahiye apney badon sey aaspas key gaon aur sheheron key naam puch kar aayein"
R_2gN2kO7xFTDzyEx,4,`sevaaun wahan pahunchna bachchon se kahiye ki apne badeon se aaspas ke gaamon aur shaharon ke naam puchh kar aayein.,26.0,Llama,Hindi,ECT,4,4.0,Add English 
R_2Spoaq3OrQAxPON,4,`Yeh man jalate dhwajon ka pratinidhitva karta hai jo ki is tarah ke sandarbhe mein pehle baar prayaukt the.,6.0,Llama,Hindi,ECT,2,1.0,
R_2gN2kO7xFTDzyEx,4,`Yeh man jalate dhwajon ka pratinidhitva karta hai jo ki is tarah ke sandarbhe mein pehle baar prayaukt the.,6.0,Llama,Hindi,ECT,2,2.0,Add English 
R_2Spoaq3OrQAxPON,4,`lekin har koi nahin jaante hain ki ektaa ek maangi jaati hai ya phir ektaa ka matlab hai.,2.0,Llama,English,ECT,1,1.0,I don’t get it 
R_2gN2kO7xFTDzyEx,4,`lekin har koi nahin jaante hain ki ektaa ek maangi jaati hai ya phir ektaa ka matlab hai.,2.0,Llama,English,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`is value ne aage ki baat karte hue aaj ke liye lagne wale dhwajon ka prateek hai.,6.0,Llama,English,ECT,2,2.0,
R_2gN2kO7xFTDzyEx,4,`is value ne aage ki baat karte hue aaj ke liye lagne wale dhwajon ka prateek hai.,6.0,Llama,English,ECT,4,4.0,Add English 
R_2Spoaq3OrQAxPON,4,`price spread was within tolerable limit last quarter mein.,20.0,Llama,English,ECT,5,5.0,
R_2gN2kO7xFTDzyEx,4,`price spread was within tolerable limit last quarter mein.,20.0,Llama,English,ECT,3,2.0,Say it all in English 
R_2Spoaq3OrQAxPON,4,`The कर्मचारी की सेवाएँ contract के समाप्ति के बाद radd di jaati hain.,8.0,Llama,English,Matrix,4,4.0,कर्मचारी की सेवाएँ contract ki samaapti ke baad radd ki jaati hain
R_2gN2kO7xFTDzyEx,4,`The कर्मचारी की सेवाएँ contract के समाप्ति के बाद radd di jaati hain.,8.0,Llama,English,Matrix,2,2.0,Say it all n English or Hindi 
R_2Spoaq3OrQAxPON,4,`They चलाते हैं असंख्य व्यावसायिक कार्यक्रमों के साथ जिनमें कौशल की अलग-अलग अवधि होती है.,4.0,Llama,English,Matrix,4,2.0,Woh chalate hain
R_2gN2kO7xFTDzyEx,4,`They चलाते हैं असंख्य व्यावसायिक कार्यक्रमों के साथ जिनमें कौशल की अलग-अलग अवधि होती है.,4.0,Llama,English,Matrix,1,1.0,Say it all in English or Hindi 
R_2Spoaq3OrQAxPON,4,"`The other अन्य आकर्षणों include चार museums, एक sculpture park aur khuli air amphitheatre.",5.0,Llama,English,Matrix,4,4.0,The  other अन्य आकर्षण include चार museums एक sculpture park aur open air amphitheatre 
R_2gN2kO7xFTDzyEx,4,"`The other अन्य आकर्षणों include चार museums, एक sculpture park aur khuli air amphitheatre.",5.0,Llama,English,Matrix,1,1.0,Say it all in English or Hindi 
R_2Spoaq3OrQAxPON,4,`Appellant ne bैठक mein requested kiya hai ki use Krishna Sikand ko leave dena chahiye.,29.0,Llama,Hindi,Matrix,5,5.0,
R_2gN2kO7xFTDzyEx,4,`Appellant ne bैठक mein requested kiya hai ki use Krishna Sikand ko leave dena chahiye.,29.0,Llama,Hindi,Matrix,2,2.0,Say it more in Hindi 
R_2Spoaq3OrQAxPON,4,"`Bangladesh ki sāth India ka border me 111 claims kar rahi hai ki 17,000 acres ki territory spread hain jahan par 000 se jyada 17 acres fall hain.",27.0,Llama,Hindi,Matrix,3,3.0,"Bangladesh ki sath ? India key border me 111 claims kar rahi hai ki 17,000 acres ki territory spread hain jahan par 000 se jyada 17 acres fall  kartey hain.`,"
R_2gN2kO7xFTDzyEx,4,"`Bangladesh ki sāth India ka border me 111 claims kar rahi hai ki 17,000 acres ki territory spread hain jahan par 000 se jyada 17 acres fall hain.",27.0,Llama,Hindi,Matrix,1,1.0,Say it all in Hindi 
R_2Spoaq3OrQAxPON,4,`pichli quarter ke dauran Price tolebarable spread ke upar swikar yogya simee ke antrgat hi the.,20.0,Llama,Hindi,Matrix,3,4.0,
R_2gN2kO7xFTDzyEx,4,`pichli quarter ke dauran Price tolebarable spread ke upar swikar yogya simee ke antrgat hi the.,20.0,Llama,Hindi,Matrix,3,3.0,Say it more in English 
R_2Spoaq3OrQAxPON,4,"`kuch pranaalayaa jaapan-koreea, english-koreea ko siimit shabdavaali ke liye vikasit ki gayee hain.",18.0,Mistral,Hindi,Baseline,4,4.0,
R_2gN2kO7xFTDzyEx,4,"`kuch pranaalayaa jaapan-koreea, english-koreea ko siimit shabdavaali ke liye vikasit ki gayee hain.",18.0,Mistral,Hindi,Baseline,3,3.0,Say it more in English 
R_2Spoaq3OrQAxPON,4,"`aur aattrakshan mein chaar sangrahalaay, ek moortikala maidan aur ek khuli hava ka rangmanch shamil hain.",5.0,Mistral,Hindi,Baseline,4,3.0,
R_2gN2kO7xFTDzyEx,4,"`aur aattrakshan mein chaar sangrahalaay, ek moortikala maidan aur ek khuli hava ka rangmanch shamil hain.",5.0,Mistral,Hindi,Baseline,3,3.0,Say it all in English or Hindi 
R_2Spoaq3OrQAxPON,4,`agar hum aaj kurbani dete hain toh uska faida aane wali pehree ke milta hai.,15.0,Mistral,Hindi,Baseline,5,5.0,….Ko milta hai 
R_2gN2kO7xFTDzyEx,4,`agar hum aaj kurbani dete hain toh uska faida aane wali pehree ke milta hai.,15.0,Mistral,Hindi,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`january 1943 me wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.,16.0,Mistral,English,Baseline,1,1.0,26 Jan 1943 sey launch hone waale programmes  ka bataaya
R_2gN2kO7xFTDzyEx,4,`january 1943 me wo ne 26 january se launch hone wale apne naye programmes ko aankh se utara.,16.0,Mistral,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`yeh raajneeti ke beech ke deshon ke munaseboon mein kaafiyaan ban sakta hai.,25.0,Mistral,English,Baseline,4,3.0,
R_2gN2kO7xFTDzyEx,4,`yeh raajneeti ke beech ke deshon ke munaseboon mein kaafiyaan ban sakta hai.,25.0,Mistral,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`Japan se Korea aur English se Korea ke liye kuchh limited vocabulary ke liye MT systems banaye gaye hain.,18.0,Mistral,English,Baseline,4,4.0,
R_2gN2kO7xFTDzyEx,4,`Japan se Korea aur English se Korea ke liye kuchh limited vocabulary ke liye MT systems banaye gaye hain.,18.0,Mistral,English,Baseline,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`yeh incident ke liye shahar ke ladke mujhe dard dene lage.,9.0,Mistral,Hindi,ECT,3,4.0,"Iss incident ke liye shahar ke ladke mujhe dard dene lage.`,"
R_2gN2kO7xFTDzyEx,4,`yeh incident ke liye shahar ke ladke mujhe dard dene lage.,9.0,Mistral,Hindi,ECT,5,5.0,Nothi
R_2Spoaq3OrQAxPON,4,`lekin sab logon ko abhi yeh baat janchhi nahin ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,Mistral,Hindi,ECT,5,5.0,Jachi 
R_2gN2kO7xFTDzyEx,4,`lekin sab logon ko abhi yeh baat janchhi nahin ki ekta ka matlab sirf rajneetik ekta nahin hain.,2.0,Mistral,Hindi,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`unlimited business programs run karte hain, jo different skills ke liye alag-alag duration ke hain.",4.0,Mistral,Hindi,ECT,5,5.0,
R_2gN2kO7xFTDzyEx,4,"`unlimited business programs run karte hain, jo different skills ke liye alag-alag duration ke hain.",4.0,Mistral,Hindi,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`chhote chhote birds, chooties aur mausey neem ke liye toh lagta hai ki unhe the cat ke liye khas banaya gaya hai.",12.0,Mistral,English,ECT,1,1.0,Chottey chottey birds… toh lagta hai cat key liye khas banaaye gaye hain
R_2gN2kO7xFTDzyEx,4,"`chhote chhote birds, chooties aur mausey neem ke liye toh lagta hai ki unhe the cat ke liye khas banaya gaya hai.",12.0,Mistral,English,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`agar hum abhi balidaar ho jaate hain, toh aapke baad ke janm ke log iska faida utha sakte hain.",15.0,Mistral,English,ECT,1,1.0,"agar hum abhi balidaan ho jaate hain, toh hamare baad janam  leney waaley   log iska faida utha sakte hain.`,"
R_2gN2kO7xFTDzyEx,4,"`agar hum abhi balidaar ho jaate hain, toh aapke baad ke janm ke log iska faida utha sakte hain.",15.0,Mistral,English,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`aaj tak bahut se rajan ne machhli ko shoot kiya lekin koi kaam nahin hua.,30.0,Mistral,English,ECT,2,2.0,"aaj tak bahut se rajaaon ne machhli ko shoot kiya lekin koi kaamyaab nahin hua.`,"
R_2gN2kO7xFTDzyEx,4,`aaj tak bahut se rajan ne machhli ko shoot kiya lekin koi kaam nahin hua.,30.0,Mistral,English,ECT,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`aur usne Gandhi ji ko janch karne ke liye bhi *anumati* di thi.,11.0,Mistral,English,Matrix,5,5.0,
R_2gN2kO7xFTDzyEx,4,`aur usne Gandhi ji ko janch karne ke liye bhi *anumati* di thi.,11.0,Mistral,English,Matrix,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,`This site provides an अंग्रेज़ी to हिन्दी शब्दकोश as well as a हिन्दी to अंग्रेज़ी अर्थ dictionary with आसानी.,22.0,Mistral,English,Matrix,5,4.0,
R_2gN2kO7xFTDzyEx,4,`This site provides an अंग्रेज़ी to हिन्दी शब्दकोश as well as a हिन्दी to अंग्रेज़ी अर्थ dictionary with आसानी.,22.0,Mistral,English,Matrix,3,3.0,Add English 
R_2Spoaq3OrQAxPON,4,"`jahan raaja aur desh ek ho, usme koi alag alag ka prashn hi nahin hota.",10.0,Mistral,English,Matrix,2,2.0,"jahan raaja aur desh ek ho, usme koi alag alag  hone ka ka prashn hi nahin hota.`,"
R_2gN2kO7xFTDzyEx,4,"`jahan raaja aur desh ek ho, usme koi alag alag ka prashn hi nahin hota.",10.0,Mistral,English,Matrix,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`jahan raaja aur desh ek ho, vahin option ka question hi nahin uthaata.",10.0,Mistral,Hindi,Matrix,5,4.0,
R_2gN2kO7xFTDzyEx,4,"`jahan raaja aur desh ek ho, vahin option ka question hi nahin uthaata.",10.0,Mistral,Hindi,Matrix,3,3.0,Say it in full English or Hindi 
R_2Spoaq3OrQAxPON,4,"`agar hum aaj *sacrifice* karte hain toh uska *results* *generations* ko milta hai, unhe *enjoy* karne ko.",15.0,Mistral,Hindi,Matrix,5,5.0,
R_2gN2kO7xFTDzyEx,4,"`agar hum aaj *sacrifice* karte hain toh uska *results* *generations* ko milta hai, unhe *enjoy* karne ko.",15.0,Mistral,Hindi,Matrix,5,5.0,Nothing 
R_2Spoaq3OrQAxPON,4,"`yeh nations ke diplomatic relations me ek irritant ban sakti hai.`",25.0,Mistral,Hindi,Matrix,5,5.0,
R_2gN2kO7xFTDzyEx,4,"`yeh nations ke diplomatic relations me ek irritant ban sakti hai.`",25.0,Mistral,Hindi,Matrix,5,5.0,Nothing 
R_2r2R0zwNoae5Owh,5,sir hamare ghar me white wash ho rhi thi.  isliye copy ghar pe reh gayi,,Human,N/A,Human_Ref,4,3.0,"sir hamare ghar me white wash ho rha hai.  isliye copy ghar pe reh gayi
"
R_8MnEX0jwugFAdj2,5,sir hamare ghar me white wash ho rhi thi.  isliye copy ghar pe reh gayi,,Human,N/A,Human_Ref,4,1.0,ho raha tha
R_82b4B0a9wXYaYQA,5,sir hamare ghar me white wash ho rhi thi.  isliye copy ghar pe reh gayi,,Human,N/A,Human_Ref,3,1.0,
R_2r2R0zwNoae5Owh,5,"`Hume bhi link do, life boring ho gayee hai",,Human,N/A,Human_Ref,4,3.0,no change
R_8MnEX0jwugFAdj2,5,"`Hume bhi link do, life boring ho gayee hai",,Human,N/A,Human_Ref,5,1.0,
R_82b4B0a9wXYaYQA,5,"`Hume bhi link do, life boring ho gayee hai",,Human,N/A,Human_Ref,5,4.0,
R_2r2R0zwNoae5Owh,5,"`Dono families puri ki puri yaha hain Ranveer-Deepika, shaadi kar lo mandap accha laga hua hai free me kaam ho jayega.",,Human,N/A,Human_Ref,4,4.0,no change
R_8MnEX0jwugFAdj2,5,"`Dono families puri ki puri yaha hain Ranveer-Deepika, shaadi kar lo mandap accha laga hua hai free me kaam ho jayega.",,Human,N/A,Human_Ref,5,1.0,the punctuation is wrong 
R_82b4B0a9wXYaYQA,5,"`Dono families puri ki puri yaha hain Ranveer-Deepika, shaadi kar lo mandap accha laga hua hai free me kaam ho jayega.",,Human,N/A,Human_Ref,5,2.0,
R_2r2R0zwNoae5Owh,5,"`Bharat ka Bangla Desh ki seema mein 17,000 ekadere kshetrafal vale 111 parikshetron par daava hai.",27.0,Gemma,Hindi,Baseline,3,2.0,
R_8MnEX0jwugFAdj2,5,"`Bharat ka Bangla Desh ki seema mein 17,000 ekadere kshetrafal vale 111 parikshetron par daava hai.",27.0,Gemma,Hindi,Baseline,1,1.0,very confused by what it means
R_82b4B0a9wXYaYQA,5,"`Bharat ka Bangla Desh ki seema mein 17,000 ekadere kshetrafal vale 111 parikshetron par daava hai.",27.0,Gemma,Hindi,Baseline,2,1.0,
R_2r2R0zwNoae5Owh,5,"`iskee atirikt, unhone gandhiji ko jaanch karne ki ijaazat bhi di.",11.0,Gemma,Hindi,Baseline,4,3.0,
R_8MnEX0jwugFAdj2,5,"`iskee atirikt, unhone gandhiji ko jaanch karne ki ijaazat bhi di.",11.0,Gemma,Hindi,Baseline,1,1.0,
R_82b4B0a9wXYaYQA,5,"`iskee atirikt, unhone gandhiji ko jaanch karne ki ijaazat bhi di.",11.0,Gemma,Hindi,Baseline,4,1.0,
R_2r2R0zwNoae5Owh,5,`saat wahaan pahunchna bacchon se kahiye ki apne baaron se aaspaas ke gaon aur sheharon ke naam pooch kar aaye.,26.0,Gemma,Hindi,Baseline,4,3.0,
